-49.5, 19.438061388036417, 0, 0.0, 1.0, -2.0 
-49.0, 19.649052252486648, 0, 0.0, 1.0, -2.0 
-48.5, 19.810930719334266, 0, 0.0, 1.0, -2.0 
-48.0, 19.923292176716814, 0, 0.0, 1.0, -2.0 
-47.5, 19.98585577950756, 0, 0.0, 1.0, -2.0 
-47.0, 19.998465151282016, 0, 0.0, 1.0, -2.0 
-46.5, 19.96108877517759, 0, 0.0, 1.0, -2.0 
-46.0, 19.87382007266929, 0, 0.0, 1.0, -2.0 
-45.5, 19.73687717006473, 0, 0.0, 1.0, -2.0 
-45.0, 19.55060235330194, 0, 0.0, 1.0, -2.0 
-44.5, 19.315461212412778, 0, 0.0, 1.0, -2.0 
-44.0, 19.03204147779032, 0, 0.0, 1.0, -2.0 
-43.5, 18.70105155116898, 0, 0.0, 1.0, -2.0 
-43.0, 18.323318734989098, 0, 0.0, 1.0, -2.0 
-42.5, 17.89978716457167, 0, 0.0, 1.0, -2.0 
-42.0, 17.431515448271764, 0, 0.0, 1.0, -2.0 
-41.5, 16.919674021508932, 0, 0.0, 1.0, -2.0 
-41.0, 16.365542221288205, 0, 0.0, 1.0, -2.0 
-40.5, 15.770505088523901, 0, 0.0, 1.0, -2.0 
-40.0, 15.136049906158565, 0, 0.0, 1.0, -2.0 
-39.5, 14.463762481730242, 0, 0.0, 1.0, -2.0 
-39.0, 13.755323183679476, 0, 0.0, 1.0, -2.0 
-38.5, 13.012502741303347, 0, 0.0, 1.0, -2.0 
-38.0, 12.237157818854378, 0, 0.0, 1.0, -2.0 
-37.5, 11.431226374846874, 0, 0.0, 1.0, -2.0 
-37.0, 10.596722818169868, 0, 0.0, 1.0, -2.0 
-36.5, 9.735732973113988, 0, 0.0, 1.0, -2.0 
-36.0, 8.85040886589705, 0, 0.0, 1.0, -2.0 
-35.5, 7.942963345719196, 0, 0.0, 1.0, -2.0 
-35.0, 7.015664553792397, 0, 0.0, 1.0, -2.0 
-34.5, 6.070830254168587, 0, 0.0, 1.0, -2.0 
-34.0, 5.1108220405366245, 0, 0.0, 1.0, -2.0 
-33.5, 4.138039433467996, 0, 0.0, 1.0, -2.0 
-33.0, 3.1549138828649643, 0, 0.0, 1.0, -2.0 
-32.5, 2.1639026906021677, 0, 0.0, 1.0, -2.0 
-32.0, 1.1674828685516017, 0, 0.0, 1.0, -2.0 
-31.5, 0.16814494734297236, 0, 0.0, 1.0, -2.0 
-31.0, -0.8316132486658099, 0, 0.0, 1.0, -2.0 
-30.5, -1.829292844648744, 0, 0.06874966201973066, 1.0, -2.0 
-30.0, -2.8224001611973444, 0, 0.4321765302715545, 1.0, -2.0 
-29.5, -3.808452947220541, 0, 2.0080917110916143, 1.0, -2.0 
-29.0, -4.784986584279649, 0, 7.151167407616185, 1.0, -2.0 
-28.5, -5.749560246850888, 0, 20.16050715904297, 1.0, -2.0 
-28.0, -6.699763003118102, 0, 46.30937550366702, 1.0, -2.0 
-27.5, -7.633219841046634, 0, 88.91511764265366, 1.0, -2.0 
-27.0, -8.547597604676596, 0, 145.95942014684954, 1.0, -2.0 
-26.5, -9.440610825797652, 0, 208.97194541625555, 1.0, -2.0 
-26.0, -10.310027436429284, 0, 265.55145380305663, 1.0, -2.0 
-25.5, -11.153674347828339, 0, 304.14764844465964, 1.0, -2.0 
-25.0, -11.969442882079129, 0, 318.221924246981, 1.0, -2.0 
-24.5, -12.755294042690073, 0, 307.7341307005919, 1.0, -2.0 
-24.0, -13.50926361102302, 0, 277.87436957875076, 1.0, -2.0 
-23.5, -14.229467055816887, 0, 236.3668655600896, 1.0, -2.0 
-23.0, -14.914104243534405, 0, 190.8552859324088, 1.0, -2.0 
-22.5, -15.561463937758424, 0, 147.24810224951273, 1.0, -2.0 
-22.0, -16.169928076391802, 0, 109.15834373266456, 1.0, -2.0 
-21.5, -16.737975815969953, 0, 78.12497730725465, 1.0, -2.0 
-21.0, -17.264187332977475, 0, 54.19783101349825, 1.0, -2.0 
-20.5, -17.74724737266751, 0, 36.565314536774274, 1.0, -2.0 
